COD_ACIDEN;Final de s;Pico;Pista_Molhada;Intersecao;Centro;Vei_Pesado;MOTO;NATUREZA;_GRAVIDADE
4763;1;0;1;0;0;0;0;Colisao;ILESO
4764;1;0;0;0;0;0;0;Colisao;ILESO
4765;0;0;0;0;0;1;0;Colisao;ILESO
4766;0;1;0;0;0;0;1;Colisao;FERIDO
4767;0;0;0;0;0;0;0;Atropelamento;FERIDO
4768;0;0;0;0;0;0;0;Colisao;ILESO
4769;1;0;0;0;0;0;0;Atropelamento;FERIDO
4770;0;0;0;0;0;0;0;Colisao;ILESO
4771;0;0;0;0;0;0;1;Colisao;FERIDO
4772;0;0;0;0;0;0;1;Colisao;ILESO
4773;1;0;0;0;0;0;1;Colisao;FERIDO
4774;0;0;0;0;0;0;1;Colisao;FERIDO
4775;0;0;0;0;0;0;1;Colisao;FERIDO
4776;0;0;0;0;0;0;0;Colisao;ILESO
4777;0;1;0;0;0;0;0;Colisao;ILESO
4778;0;1;0;0;0;0;1;Colisao;ILESO
4779;0;0;0;0;0;0;1;Colisao;FERIDO
4780;0;0;0;0;0;0;0;Colisao;ILESO
4781;0;0;0;0;0;0;0;Colisao;ILESO
4782;1;0;0;0;0;0;0;Choque c/ obstaculo fixo;ILESO
4783;1;1;0;0;0;0;0;Colisao;ILESO
4784;0;0;0;0;0;0;0;Colisao;ILESO
4785;0;0;0;0;0;0;1;Colisao;FERIDO
4786;0;1;0;0;0;1;0;Colisao;ILESO
4787;1;0;0;0;0;0;0;Choque c/ obstaculo fixo;ILESO
4788;0;0;0;0;0;0;1;Atropelamento;FERIDO
4789;0;0;0;0;0;0;0;Choque c/ obstaculo fixo;ILESO
4790;0;1;0;0;0;1;0;Colisao;ILESO
4791;1;0;0;0;0;0;1;Colisao;ILESO
4792;0;0;0;0;0;1;0;Colisao;ILESO
4793;1;0;0;0;0;1;0;Colisao;FERIDO
4794;1;0;0;0;0;0;0;Colisao;ILESO
4795;0;1;0;0;0;0;0;Colisao;ILESO
4796;1;0;0;0;0;0;0;Colisao;ILESO
4797;1;0;0;0;0;0;1;Queda;FERIDO
4798;0;1;0;0;0;0;1;Colisao;ILESO
4799;0;1;0;0;0;0;0;Colisao;ILESO
4800;0;0;0;0;0;0;0;Colisao;ILESO
4801;0;0;0;0;0;0;0;Colisao;ILESO
4802;0;1;0;0;0;0;0;Colisao;ILESO
4803;1;0;0;0;0;0;0;Colisao;ILESO
4804;0;0;0;0;0;0;0;Colisao;ILESO
4805;0;0;0;0;0;0;0;Colisao;ILESO
4806;0;1;0;0;0;0;1;Colisao;FERIDO
4807;0;0;0;0;0;1;0;Colisao;ILESO
4808;1;0;0;0;0;0;0;Choque c/ obstaculo fixo;ILESO
4809;0;0;0;0;0;0;0;Colisao;ILESO
4810;0;1;0;0;0;1;0;Colisao;ILESO
4811;1;1;0;0;0;0;1;Colisao;ILESO
4812;0;0;0;0;0;0;1;Colisao;FERIDO
4813;0;1;0;0;0;1;1;Colisao;FERIDO
4814;0;1;0;0;0;1;0;Colisao;ILESO
4815;0;1;0;0;0;0;0;Colisao;FERIDO
4816;1;0;0;0;0;0;0;Choque c/ obstaculo fixo;ILESO
4817;0;0;0;0;0;0;0;Colisao;ILESO
4818;0;1;0;0;0;0;0;Colisao;ILESO
4819;0;1;0;0;0;0;0;Colisao;ILESO
4820;0;1;0;0;0;0;0;Colisao;ILESO
4821;0;0;0;0;0;0;0;Colisao;ILESO
4822;0;1;0;0;0;0;0;Colisao;ILESO
4823;0;0;0;0;0;1;0;Colisao;ILESO
4824;0;0;0;0;0;0;0;Colisao;ILESO
4825;0;1;0;0;0;0;1;Colisao;FERIDO
4826;0;1;0;0;0;1;0;Colisao;ILESO
4827;0;0;0;0;0;0;1;Colisao;FERIDO
4828;0;0;0;0;0;0;0;Choque c/ obstaculo fixo;ILESO
4829;0;0;0;0;0;0;1;Colisao;FERIDO
4830;0;0;0;0;0;0;0;Colisao;ILESO
4831;0;1;0;0;0;0;1;Queda;ILESO
4832;0;0;0;0;0;0;0;Choque c/ obstaculo fixo;FERIDO
4833;0;1;0;0;0;0;1;Colisao;FERIDO
4834;0;0;0;0;0;0;0;Colisao;ILESO
4835;0;1;0;0;0;0;1;Colisao;ILESO
4836;0;0;0;1;0;0;1;Choque c/ obstaculo fixo;ILESO
4837;1;0;1;1;0;0;0;Colisao Frontal;ILESO
4838;0;1;0;1;0;1;0;Colisao Transversal;ILESO
4839;0;0;0;1;0;0;1;Colisao Transversal;FERIDO
4840;1;0;0;1;0;0;0;Colisao Transversal;ILESO
4841;0;0;0;1;0;0;0;Colisao;FERIDO
4842;0;0;0;0;0;0;1;Colisao Lateral;FERIDO
4843;0;0;0;1;0;0;0;Colisao Lateral;ILESO
4844;0;1;0;0;0;0;0;Choque c/ obstaculo fixo;ILESO
4845;1;0;0;1;0;0;0;Colisao Traseira;ILESO
4846;0;1;0;0;0;0;1;Atropelamento;FERIDO
4847;1;0;0;1;1;0;0;Colisao Transversal;FERIDO
4848;0;0;0;1;0;0;1;Colisao Traseira;ILESO
4849;1;0;0;1;0;0;1;Colisao Lateral;ILESO
4850;0;1;1;1;0;0;0;Colisao Transversal;ILESO
4851;1;0;0;1;0;0;0;Colisao Transversal;ILESO
4852;0;0;0;1;0;1;0;Colisao Transversal;ILESO
4853;1;0;0;1;0;1;0;Colisao Transversal;ILESO
4854;1;0;0;0;0;0;0;Choque c/ obstaculo fixo;ILESO
4855;1;1;0;0;0;0;0;Colisao Traseira;ILESO
4856;1;1;0;0;0;0;1;Colisao Transversal;FERIDO
4857;0;0;0;1;0;1;0;Colisao Transversal;ILESO
4858;1;1;0;1;0;0;0;Colisao Transversal;ILESO
4859;0;0;0;1;0;0;0;Colisao Transversal;FERIDO
4860;0;0;0;1;0;0;0;Colisao Transversal;FERIDO
4861;0;0;1;1;0;1;0;Colisao Lateral;ILESO
4862;0;0;0;1;0;0;1;Colisao Lateral;FERIDO
4863;0;0;0;1;0;0;0;Colisao Lateral;FERIDO
4864;1;1;0;1;0;0;1;Colisao Transversal;FERIDO
4865;0;0;0;1;0;0;1;Colisao Frontal;FERIDO
4866;1;0;0;1;0;1;0;Colisao Lateral;FERIDO
4867;0;0;0;1;0;0;1;Colisao Lateral;FERIDO
4868;0;0;0;1;0;0;1;Colisao Transversal;FERIDO
4869;0;0;0;1;0;0;0;Colisao Lateral;FERIDO
4870;0;0;0;1;0;0;0;Colisao Transversal;ILESO
4871;0;0;0;1;0;0;1;Colisao Transversal;FERIDO
4872;0;1;0;1;0;0;0;Colisao Lateral;ILESO
4873;1;0;0;1;0;0;1;Colisao Transversal;FERIDO
4874;0;0;0;0;0;0;1;Colisao Traseira;FERIDO
4875;0;0;0;0;0;0;0;Colisao Traseira;ILESO
4876;0;0;0;0;0;0;1;Colisao Traseira;FERIDO
4877;0;0;0;1;0;0;0;Colisao Lateral;ILESO
4878;1;1;0;1;0;0;0;Colisao Transversal;ILESO
4879;0;0;0;1;0;1;0;Colisao Transversal;ILESO
4880;0;0;0;1;0;0;1;Colisao Traseira;ILESO
4881;0;0;0;1;0;0;0;Colisao Transversal;FERIDO
4882;0;0;0;0;0;0;0;Colisao Traseira;ILESO
4883;0;0;0;1;0;0;1;Colisao Transversal;FERIDO
4884;0;0;0;1;0;0;0;Colisao Lateral;ILESO
4885;0;0;0;1;0;1;0;Colisao Transversal;ILESO
4886;1;0;0;0;0;1;0;Colisao Lateral;ILESO
4887;1;0;0;1;0;0;0;Colisao Transversal;FERIDO
4888;1;0;0;1;0;0;0;Colisao;FERIDO
4889;0;1;0;1;0;0;1;Colisao Transversal;FERIDO
4890;0;0;0;0;0;1;0;Colisao Transversal;ILESO
4891;0;0;0;0;0;0;1;Queda;FERIDO
4892;1;0;0;0;0;0;0;Colisao Lateral;FERIDO
4893;1;0;0;0;0;0;0;Choque c/ obstaculo fixo;ILESO
4894;0;1;0;1;0;0;0;Colisao Transversal;ILESO
4895;1;0;0;1;0;0;0;Colisao Lateral;ILESO
4896;0;0;0;1;0;0;1;Colisao Transversal;FERIDO
4897;0;0;0;1;0;0;1;Colisao Transversal;FERIDO
4898;0;0;0;1;0;0;1;Colisao Transversal;FERIDO
4899;1;0;0;0;0;1;1;Queda;FERIDO
4900;0;0;0;1;0;0;1;Colisao;FERIDO
4901;0;1;0;0;0;0;0;Colisao Lateral;ILESO
4902;0;0;0;1;0;0;0;Colisao Traseira;ILESO
4903;0;0;0;1;0;0;0;Colisao Transversal;ILESO
4904;0;0;0;0;0;0;0;Colisao Transversal;FERIDO
4905;0;0;0;0;0;1;0;Atropelamento;FERIDO
4906;0;0;0;0;0;1;0;Engavetamento;ILESO
4907;0;0;0;0;0;1;0;Colisao Lateral;ILESO
4908;0;0;0;0;0;0;1;Colisao Transversal;FERIDO
4909;0;0;0;1;1;0;0;Colisao Transversal;ILESO
4910;0;0;1;0;1;1;0;Atropelamento;FERIDO
4911;0;1;0;1;1;0;0;Colisao Transversal;ILESO
4912;0;0;0;0;0;0;1;Queda;FERIDO
4913;1;0;0;0;0;0;1;Colisao Lateral;ILESO
4914;0;0;0;1;0;1;0;Colisao Transversal;ILESO
4915;0;0;0;1;0;0;1;Colisao Transversal;FERIDO
4916;1;0;0;1;0;0;0;Atropelamento;FERIDO
4917;0;0;0;1;0;0;0;Colisao Frontal;FERIDO
4918;0;0;0;1;0;0;1;Colisao Traseira;FERIDO
4919;0;0;0;0;0;0;0;Colisao Lateral;ILESO
4920;1;0;0;1;0;0;0;Colisao Transversal;ILESO
4921;0;0;0;1;1;0;0;Colisao Lateral;ILESO
4922;1;0;0;0;1;0;0;Choque c/ obstaculo fixo;ILESO
4923;0;1;0;0;1;1;0;Colisao Lateral;ILESO
4924;0;0;0;0;1;0;0;Colisao Traseira;ILESO
4925;0;0;0;1;0;0;0;Colisao Transversal;ILESO
4926;0;0;0;1;1;0;1;Colisao Lateral;FERIDO
4927;1;0;0;1;1;0;0;Colisao Lateral;ILESO
4928;0;0;0;0;0;0;1;Colisao Lateral;ILESO
4929;1;0;0;0;0;0;0;Colisao Lateral;ILESO
4930;0;0;0;1;1;0;0;Colisao Traseira;FERIDO
4931;0;1;0;1;0;0;1;Colisao Transversal;ILESO
4932;0;0;0;1;0;0;0;Choque c/ obstaculo fixo;ILESO
4933;0;1;0;1;0;0;0;Colisao Transversal;ILESO
4934;0;0;0;1;0;0;1;Colisao Transversal;FERIDO
4935;0;0;0;0;0;1;0;Colisao Transversal;FERIDO
4936;0;0;0;1;0;0;0;Colisao Lateral;FERIDO
4937;0;0;0;1;0;0;0;Colisao Lateral;ILESO
4938;0;0;0;1;0;0;0;Colisao Traseira;FERIDO
4939;0;0;0;0;0;0;1;Colisao Frontal;FERIDO
4940;0;1;0;1;0;0;0;Colisao Lateral;FERIDO
4941;0;1;0;1;0;0;1;Colisao Transversal;FERIDO
4942;0;0;0;1;0;0;1;Colisao Transversal;FERIDO
4943;1;1;1;1;0;0;0;Colisao Transversal;ILESO
4944;1;1;0;1;0;0;0;Colisao Lateral;ILESO
4945;0;0;1;1;0;0;0;Colisao Transversal;FERIDO
4946;0;0;0;1;0;0;0;Colisao Lateral;ILESO
4947;0;0;0;1;0;0;0;Colisao Transversal;ILESO
4948;0;1;1;1;0;0;1;Colisao Transversal;FERIDO
4949;0;0;0;1;0;0;0;Colisao Transversal;ILESO
4950;0;1;0;1;0;0;0;Colisao Transversal;FERIDO
4951;0;0;0;0;0;0;0;Colisao Lateral;ILESO
4952;0;0;0;1;0;0;1;Colisao Lateral;FERIDO
4953;1;0;0;1;0;0;1;Colisao Transversal;FERIDO
4954;0;1;1;1;0;0;1;Colisao Transversal;FERIDO
4955;0;0;0;1;0;0;0;Colisao Transversal;ILESO
4956;0;0;0;0;0;0;0;Colisao Traseira;FERIDO
4957;0;1;1;1;0;0;1;Colisao Transversal;FERIDO
4958;0;0;0;0;0;0;1;Colisao Traseira;FERIDO
4959;0;0;0;1;0;0;1;Colisao Transversal;FERIDO
4960;0;0;0;1;0;0;0;Colisao Transversal;ILESO
4961;0;0;0;0;0;0;1;Colisao Traseira;ILESO
4962;0;0;0;0;0;1;0;Colisao Traseira;ILESO
4963;0;0;0;0;0;1;0;Colisao Lateral;ILESO
4964;1;1;0;1;0;0;0;Colisao Transversal;ILESO
4965;0;1;0;1;0;0;0;Colisao Traseira;ILESO
4966;0;0;0;1;0;0;0;Colisao Traseira;ILESO
4967;0;0;0;1;0;1;0;Colisao Frontal;FERIDO
4968;0;0;0;1;0;1;0;Colisao Lateral;ILESO
4969;1;0;0;1;0;0;0;Colisao Transversal;FERIDO
4970;1;0;0;1;0;0;0;Colisao Transversal;ILESO
4971;0;0;0;1;0;0;0;Colisao Transversal;ILESO
4972;1;0;0;1;0;0;0;Colisao Transversal;ILESO
4973;0;1;0;1;0;0;1;Colisao Transversal;FERIDO
4974;1;1;0;0;0;0;1;Colisao Traseira;ILESO
4975;0;1;0;1;0;0;0;Colisao Transversal;ILESO
4976;1;0;0;1;0;0;1;Colisao Transversal;FERIDO
4977;0;0;0;1;0;0;0;Colisao Transversal;ILESO
4978;0;0;0;1;0;0;0;Colisao Lateral;FERIDO
4979;0;0;0;1;0;1;0;Colisao Transversal;ILESO
4980;0;0;0;0;0;0;0;Colisao Traseira;ILESO
4981;0;0;0;1;0;1;0;Colisao Transversal;ILESO
4982;0;0;1;1;0;0;1;Colisao Transversal;FERIDO
4983;1;0;0;1;0;0;0;Colisao Lateral;FERIDO
4984;0;0;0;1;0;1;0;Colisao Lateral;ILESO
4985;0;1;0;0;0;0;0;Colisao Lateral;ILESO
4986;0;1;0;1;0;0;1;Colisao Transversal;FERIDO
4987;0;0;0;1;0;0;1;Colisao Transversal;FERIDO
4988;0;0;0;0;0;0;0;Colisao Transversal;ILESO
4989;1;0;0;1;0;0;0;Colisao Lateral;ILESO
4990;1;0;0;1;0;0;0;Colisao Lateral;ILESO
4991;0;0;0;1;0;0;0;Colisao Traseira;FERIDO
4992;0;0;0;1;0;0;0;Colisao Transversal;ILESO
4993;0;0;1;1;0;0;1;Colisao Transversal;FERIDO
4994;0;0;0;1;0;0;0;Colisao Transversal;ILESO
4995;0;0;0;1;0;0;1;Colisao Transversal;FERIDO
4996;0;0;0;1;0;0;1;Colisao Transversal;FERIDO
4997;0;0;0;1;0;1;0;Colisao Lateral;ILESO
4998;0;1;0;1;0;1;0;Colisao Traseira;ILESO
4999;0;0;0;1;0;1;0;Colisao Lateral;ILESO
5000;1;0;0;1;0;0;0;Colisao Transversal;ILESO
5001;1;0;0;1;0;0;1;Colisao Lateral;FERIDO
5002;0;0;0;1;0;0;0;Colisao Lateral;ILESO
5003;1;0;0;1;0;1;0;Colisao Transversal;FERIDO
5004;0;0;0;1;0;0;0;Colisao Transversal;ILESO
5005;0;0;0;1;0;0;0;Colisao Lateral;ILESO
5006;0;0;0;1;0;0;0;Colisao Lateral;ILESO
5007;0;0;0;1;0;0;0;Colisao Lateral;ILESO
5008;1;0;0;1;0;0;0;Colisao Transversal;ILESO
5009;0;0;0;1;0;0;0;Colisao Traseira;ILESO
5010;0;0;0;1;0;0;0;Colisao Lateral;ILESO
5011;0;1;0;1;0;0;1;Colisao Transversal;ILESO
5012;0;1;0;1;0;0;0;Colisao Transversal;ILESO
5013;0;1;1;1;0;0;1;Colisao Lateral;FERIDO
5014;0;0;1;0;1;0;0;Queda;ILESO
5015;0;1;0;1;1;0;0;Colisao Traseira;ILESO
5016;0;0;0;1;0;0;0;Colisao Transversal;ILESO
5017;1;0;0;0;1;1;0;Colisao Traseira;ILESO
5018;0;0;0;1;1;0;0;Colisao Traseira;ILESO
5019;0;1;0;0;1;0;0;Colisao Traseira;ILESO
5020;0;0;0;1;1;1;1;Colisao;ILESO
5021;0;0;0;1;0;0;0;Colisao Lateral;FERIDO
5022;0;0;0;0;0;0;0;Colisao Traseira;FERIDO
5023;1;0;0;1;0;0;1;Colisao Transversal;FERIDO
5024;0;0;0;1;0;0;0;Colisao Transversal;ILESO
5025;0;0;0;1;0;0;0;Colisao Lateral;ILESO
5026;0;0;0;1;0;0;0;Colisao Transversal;ILESO
5027;0;1;0;1;0;0;1;Colisao Transversal;FERIDO
5028;0;0;0;1;0;0;0;Colisao Transversal;FERIDO
5029;0;0;0;1;0;0;0;Colisao Lateral;ILESO
5030;0;1;1;0;0;1;0;Colisao Lateral;ILESO
5031;0;0;1;0;0;0;0;Colisao Traseira;ILESO
5032;1;1;0;0;0;0;0;Choque c/ obstaculo fixo;ILESO
5033;0;1;0;0;0;0;1;Colisao Traseira;ILESO
5034;0;0;0;0;0;0;1;Colisao Lateral;FERIDO
5035;1;0;0;1;0;0;0;Choque c/ obstaculo fixo;ILESO
5036;0;1;0;1;0;0;0;Choque c/ obstaculo fixo;ILESO
5037;0;0;0;1;0;0;1;Colisao Transversal;FERIDO
5038;1;0;0;1;0;0;1;Colisao Lateral;FERIDO
5039;0;0;0;1;0;0;1;Colisao Transversal;ILESO
5040;0;0;0;1;0;0;0;Colisao Transversal;ILESO
5041;0;0;0;1;0;0;0;Colisao Transversal;FERIDO
5042;0;0;0;0;0;0;1;Colisao Lateral;FERIDO
5043;0;1;0;1;0;0;1;Colisao Lateral;FERIDO
5044;0;0;0;1;0;0;0;Colisao Transversal;ILESO
5045;1;0;0;0;0;0;0;Colisao Traseira;ILESO
5046;0;0;0;1;0;0;0;Colisao Lateral;ILESO
5047;0;1;0;1;0;0;1;Colisao Transversal;FERIDO
5048;1;1;0;0;0;0;0;Colisao Lateral;ILESO
5049;0;0;0;1;0;0;0;Colisao Traseira;ILESO
5050;0;1;0;0;0;1;0;Colisao Lateral;ILESO
5051;0;1;0;0;0;0;0;Colisao Lateral;ILESO
5052;0;0;0;1;0;0;0;Atropelamento;FERIDO
5053;0;1;0;1;0;0;0;Colisao Lateral;ILESO
5054;1;1;0;1;0;0;0;Colisao Transversal;FERIDO
5055;0;0;0;1;0;0;1;Colisao Transversal;FERIDO
5056;0;0;0;0;0;0;0;Colisao Lateral;ILESO
5057;0;0;0;1;0;0;0;Colisao Transversal;FERIDO
5058;0;1;0;1;0;0;1;Colisao Transversal;FERIDO
5059;1;0;0;1;0;0;0;Colisao Lateral;ILESO
5060;0;0;0;0;0;1;0;Colisao Lateral;ILESO
5061;0;0;0;0;0;0;0;Colisao Lateral;ILESO
5062;1;0;0;1;0;0;1;Colisao Transversal;FERIDO
5063;0;0;0;1;0;0;1;Colisao Transversal;ILESO
5064;1;0;0;1;0;0;1;Colisao Transversal;FERIDO
5065;0;0;0;0;0;0;1;Colisao Lateral;ILESO
5066;1;0;0;1;0;0;1;Colisao Lateral;FERIDO
5067;0;0;0;1;0;0;1;Colisao;FERIDO
5068;0;0;0;1;0;1;0;Colisao Transversal;ILESO
5069;0;1;0;0;0;0;1;Colisao Lateral;ILESO
5070;1;0;0;1;0;0;1;Colisao Transversal;ILESO
5071;0;1;0;0;0;0;1;Colisao Lateral;FERIDO
5072;1;0;0;1;0;1;0;Colisao Lateral;FERIDO
5073;0;0;0;1;0;0;1;Colisao Lateral;FERIDO
5074;0;0;0;1;0;0;0;Colisao Traseira;FERIDO
5075;0;0;1;1;1;0;0;Colisao Traseira;ILESO
5076;0;0;0;1;1;0;0;Colisao Traseira;ILESO
5077;0;0;0;1;1;0;0;Engavetamento;ILESO
5078;0;1;0;1;1;0;0;Colisao Transversal;ILESO
5079;0;0;0;0;1;0;0;Colisao Lateral;ILESO
5080;0;1;0;1;1;0;0;Colisao Lateral;ILESO
5081;0;1;0;1;1;0;0;Colisao Lateral;ILESO
5082;0;1;0;1;1;0;1;Colisao Transversal;FERIDO
5083;1;0;0;1;1;0;0;Colisao Transversal;ILESO
5084;0;0;0;1;1;1;1;Colisao Frontal;FERIDO
5085;1;0;0;1;0;0;1;Colisao Lateral;FERIDO
5086;1;0;0;1;1;0;1;Colisao Transversal;ILESO
5087;1;1;0;1;1;0;1;Colisao Lateral;FERIDO
5088;0;0;0;1;0;0;0;Colisao Transversal;FERIDO
5089;0;0;0;1;0;0;0;Colisao Lateral;ILESO
5090;0;1;0;0;0;0;0;Colisao Lateral;FERIDO
5091;0;0;0;1;0;0;0;Colisao Transversal;ILESO
5092;0;0;0;1;0;1;1;Colisao Frontal;FERIDO
5093;0;1;0;1;0;0;0;Colisao Transversal;ILESO
5094;1;0;0;1;0;0;0;Colisao Traseira;ILESO
5095;0;0;0;0;0;0;0;Choque c/ obstaculo fixo;ILESO
5096;0;0;0;1;0;0;1;Colisao Lateral;FERIDO
5097;0;1;0;1;0;0;0;Colisao Lateral;ILESO
5098;0;1;0;0;0;1;0;Colisao Lateral;ILESO
5099;0;0;0;0;0;0;0;Colisao Lateral;ILESO
5100;0;0;0;1;0;0;1;Colisao Traseira;FERIDO
5101;0;0;0;0;0;0;0;Colisao Traseira;ILESO
5102;1;0;0;0;0;0;0;Choque c/ obstaculo fixo;ILESO
5103;0;0;0;1;0;0;1;Atropelamento;FERIDO
5104;0;0;0;1;0;0;0;Colisao Lateral;ILESO
5105;0;0;0;1;0;0;0;Colisao Lateral;ILESO
5106;1;1;0;0;0;0;0;Choque c/ obstaculo fixo;ILESO
5107;0;0;0;0;0;0;0;Colisao Frontal;ILESO
5108;0;0;0;1;0;0;0;Colisao Transversal;ILESO
5109;0;1;0;1;0;1;0;Colisao Traseira;ILESO
5110;0;0;0;1;0;0;0;Colisao Transversal;ILESO
5111;0;0;0;1;0;0;1;Colisao Transversal;FERIDO
5112;0;0;0;1;0;0;1;Colisao Transversal;FERIDO
5113;0;0;0;1;0;0;1;Colisao Transversal;FERIDO
5114;0;0;0;0;0;0;0;Colisao Lateral;ILESO
5115;1;1;0;1;0;0;0;Colisao Transversal;ILESO
5116;0;0;0;1;0;0;0;Colisao Transversal;ILESO
5117;0;1;0;1;0;0;1;Atropelamento;FERIDO
5118;1;0;0;1;1;0;1;Colisao Lateral;FERIDO
5119;0;1;0;1;0;0;0;Colisao Transversal;ILESO
5120;0;1;0;1;0;0;0;Colisao Lateral;ILESO
5121;0;0;0;1;0;0;0;Colisao Transversal;ILESO
5122;1;0;0;0;0;0;0;Colisao Traseira;FERIDO
5123;0;0;0;1;0;0;1;Colisao Transversal;ILESO
5124;1;0;0;1;1;0;0;Colisao Lateral;ILESO
5125;1;0;1;0;1;0;0;Colisao Lateral;ILESO
5126;1;0;0;0;0;0;1;Colisao Transversal;FERIDO
5127;1;0;0;0;0;0;1;Colisao Transversal;ILESO
5128;0;0;0;1;0;0;0;Colisao Lateral;ILESO
5129;0;0;0;1;0;0;0;Colisao Transversal;ILESO
5130;0;0;0;0;1;0;0;Choque c/ obstaculo fixo;ILESO
5131;0;0;0;1;1;0;1;Colisao Lateral;ILESO
5132;0;1;0;1;1;0;0;Colisao Transversal;ILESO
5133;0;0;0;1;1;0;0;Colisao Lateral;ILESO
5134;0;1;0;1;1;0;1;Colisao Transversal;FERIDO
5135;0;0;0;1;1;0;0;Colisao Transversal;ILESO
5136;0;0;0;1;1;0;1;Colisao Transversal;FERIDO
5137;1;1;1;1;0;0;0;Colisao Transversal;ILESO
5138;0;0;0;1;0;0;0;Colisao Transversal;FERIDO
5139;0;0;0;1;0;0;1;Colisao Transversal;FERIDO
5140;0;0;0;1;0;0;0;Colisao Transversal;ILESO
5141;1;0;0;1;0;0;0;Colisao Frontal;ILESO
5142;0;0;0;1;0;1;1;Colisao Transversal;FERIDO
5143;1;0;0;1;0;0;1;Colisao Transversal;ILESO
5144;0;0;0;1;0;1;1;Colisao Lateral;ILESO
5145;0;0;0;1;0;0;1;Colisao Transversal;ILESO
5146;0;0;0;1;0;0;1;Colisao Transversal;FERIDO
5147;0;0;0;1;0;0;1;Colisao Transversal;FERIDO
5148;0;0;0;0;0;1;0;Colisao Traseira;FERIDO
5149;0;1;0;1;0;0;0;Colisao Traseira;ILESO
5150;0;0;0;1;0;0;0;Colisao Traseira;ILESO
5151;0;1;1;0;0;0;0;Colisao Traseira;ILESO
5152;0;0;0;1;0;0;0;Colisao Traseira;ILESO
5153;0;0;0;1;0;0;0;Colisao Lateral;FERIDO
5154;0;0;0;0;0;0;0;Colisao Traseira;ILESO
5155;0;1;0;1;0;0;0;Colisao Transversal;ILESO
5156;0;1;0;1;0;0;1;Colisao Frontal;FERIDO
5157;0;0;0;1;1;0;0;Colisao Transversal;ILESO
5158;0;1;0;1;0;0;1;Colisao Transversal;FERIDO
5159;1;0;0;1;1;0;1;Colisao Transversal;FERIDO
5160;1;0;0;0;1;0;0;Atropelamento;FERIDO
5161;0;1;0;1;1;0;0;Colisao Transversal;FERIDO
5162;0;1;0;1;1;0;0;Colisao Transversal;FERIDO
5163;0;0;0;1;1;0;0;Colisao Transversal;ILESO
5164;0;0;0;1;1;0;0;Colisao Traseira;ILESO
5165;0;0;0;1;1;0;0;Colisao Lateral;ILESO
5166;0;1;1;1;1;0;1;Colisao Transversal;FERIDO
5167;0;1;1;1;1;0;0;Colisao Transversal;ILESO
5168;0;0;0;0;1;1;0;Colisao Lateral;ILESO
5169;0;1;0;1;1;0;0;Colisao Lateral;ILESO
5170;0;0;0;1;1;0;1;Colisao Frontal;FERIDO
5171;0;0;0;1;1;1;1;Colisao Transversal;ILESO
5172;1;0;0;1;1;0;1;Colisao Transversal;FERIDO
5173;0;0;0;1;1;0;0;Colisao Transversal;ILESO
5174;0;1;0;1;1;0;1;Colisao Transversal;FERIDO
5175;0;0;0;1;1;0;1;Colisao Lateral;FERIDO
5176;1;0;0;1;1;0;1;Colisao Lateral;FERIDO
5177;0;0;1;1;1;0;0;Colisao Transversal;ILESO
5178;0;0;0;1;1;0;0;Colisao Transversal;ILESO
5179;0;0;0;0;1;0;0;Colisao Lateral;ILESO
5180;0;0;0;1;1;1;0;Colisao Lateral;FERIDO
5181;0;1;0;1;1;0;1;Colisao Lateral;FERIDO
5182;0;0;0;1;1;0;0;Colisao Lateral;ILESO
5183;1;0;0;1;1;0;0;Colisao Lateral;ILESO
5184;0;0;0;1;1;0;0;Colisao Lateral;ILESO
5185;0;1;0;1;1;0;1;Colisao Transversal;FERIDO
5186;1;0;0;0;1;0;0;Colisao Lateral;ILESO
5187;0;1;0;0;0;0;0;Colisao Lateral;ILESO
5188;0;0;1;0;0;1;0;Colisao Traseira;ILESO
5189;0;1;0;0;0;0;1;Colisao Traseira;FERIDO
5190;0;1;0;0;0;0;0;Engavetamento;ILESO
5191;0;1;0;0;0;0;0;Colisao Traseira;ILESO
5192;0;1;0;0;0;0;1;Colisao;FERIDO
5193;0;1;0;1;0;0;0;Colisao Transversal;ILESO
5194;0;1;0;0;0;1;0;Colisao Lateral;FERIDO
5195;0;0;0;1;1;0;0;Colisao Traseira;ILESO
5196;0;0;0;1;0;0;0;Colisao Transversal;ILESO
5197;1;1;1;1;0;0;0;Colisao Transversal;ILESO
5198;0;0;0;1;0;0;1;Colisao Transversal;FERIDO
5199;1;1;0;1;0;0;1;Colisao Lateral;FERIDO
5200;0;1;0;1;0;0;0;Colisao Lateral;ILESO
5201;0;0;0;0;0;0;0;Colisao Frontal;ILESO
5202;1;0;0;1;1;0;0;Colisao Transversal;FERIDO
5203;0;1;0;1;0;0;1;Colisao Transversal;FERIDO
5204;0;1;0;1;0;0;1;Colisao Transversal;FERIDO
5205;1;0;0;1;0;1;0;Colisao Transversal;ILESO
5206;0;0;0;1;0;0;1;Colisao Lateral;ILESO
5207;0;0;0;1;0;0;1;Colisao Lateral;FERIDO
5208;1;0;0;0;1;0;0;Choque c/ obstaculo fixo;ILESO
5209;1;0;0;1;1;0;1;Colisao Transversal;ILESO
5210;0;0;0;0;1;0;0;Colisao Lateral;ILESO
5211;1;1;0;0;1;0;0;Colisao Traseira;FERIDO
5212;1;0;0;1;0;0;0;Colisao Transversal;FERIDO
